,intent,source,target
3710,flight,show me all flights from kansas city to chicago on june sixteenth arriving around 7 o'clock in the evening,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O B-arrive_time.period_of_day
3711,flight,boston to denver monday,B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name
3712,flight,tell me about twa flight 539,O O O B-airline_code O B-flight_number
3713,aircraft,what is the smallest aircraft available flying from pittsburgh to baltimore arriving on may seventh,O O O B-mod O O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_date.month_name B-arrive_date.day_number
3714,flight,i need a flight from denver to philadelphia,O O O O O B-fromloc.city_name O B-toloc.city_name
3715,airfare,what is the price of a one way fare from boston to denver on continental airlines,O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name
3716,flight,what are the flights and prices from la to charlotte for monday morning,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day
3717,flight,show me the flights from boston to pittsburgh leaving wednesdays and thursdays,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_name
3718,airfare,show fares and flights from denver to oakland,O O O O O B-fromloc.city_name O B-toloc.city_name
3719,flight,can you tell me the latest evening flight from atlanta to denver on july seventh,O O O O O B-flight_mod B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
3720,ground_service,tell me about ground transportation at san francisco,O O O O O O B-city_name I-city_name
3721,flight,i would like to know the flights from denver to pittsburgh leaving on monday,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name
3722,flight,list flights between denver and pittsburgh,O O O B-fromloc.city_name O B-toloc.city_name
3723,flight,what flights are available from pittsburgh to baltimore on july twenty fifth 1991,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-depart_date.year
3724,flight,show me evening flights to baltimore,O O B-period_of_day O O B-toloc.city_name
3725,flight,what flights from chicago to kansas city,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3726,flight,i 'd like to fly from denver to pittsburgh with a stop in atlanta,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name
3727,flight,what are the afternoon flights from atlanta to baltimore,O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name
3728,flight,show me flights from san francisco to denver on weekdays,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-flight_mod
3729,flight,show me the flights from dallas to baltimore in first class,O O O O O B-fromloc.city_name O B-toloc.city_name O B-class_type I-class_type
3730,flight,does delta fly from atlanta to san francisco,O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3731,ground_service,show me the ground transportation at denver,O O O O O O B-city_name
3732,flight,show me the list of us air flights between boston and dc,O O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.state_code
3733,airfare,display all fare codes,O O O O
3734,flight,what flights stop in atlanta before noon,O O O O B-stoploc.city_name B-depart_time.time_relative B-depart_time.time
3735,flight,cheapest flight from memphis to miami,B-cost_relative O O B-fromloc.city_name O B-toloc.city_name
3736,flight,show me all flights from denver to baltimore,O O O O O B-fromloc.city_name O B-toloc.city_name
3737,flight,give me the cheapest round trip flight from dallas to baltimore,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
3738,flight,what are the different classes that an airline offers,O O O O O O O O O
3739,flight,i 'd like to see all the flights with their fares from denver to atlanta,O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name
3740,flight,does eastern airlines fly between boston and washington,O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
3741,flight,show me flights from philadelphia to san francisco on wednesdays,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
3742,flight,i 'd like to book an flight on american airlines from boston to san francisco with one stop in pittsburgh,O O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-flight_stop I-flight_stop O B-stoploc.city_name
3743,ground_service,what kind of ground transportation is available in atlanta,O O O O O O O O B-city_name
3744,flight,show me flights from boston to philadelphia on a monday,O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name
3745,airfare,what is the cheapest one way fare from boston to washington,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
3746,flight+airfare,flights and fares from denver to oakland,O O O O B-fromloc.city_name O B-toloc.city_name
3747,flight,find me the cheapest flight from boston to washington,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name
3748,flight,what are the classes of service on twa,O O O O O O O B-airline_code
3749,aircraft,what kind of aircraft do you have flying from boston to san francisco on august twenty seventh,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number
3750,ground_service,fine can you give me information on ground transportation in washington dc to downtown,O O O O O O O O O O B-city_name B-state_code O O
3751,flight,is there a nonstop flight from denver to san francisco,O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3752,flight,i want a direct flight from oakland to boston that leaves on a wednesday,O O O B-connect O O B-fromloc.city_name O B-toloc.city_name O O O O B-depart_date.day_name
3753,flight,what flights are available from boston to denver today,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative
3754,flight,san francisco to denver,B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
3755,flight,show me all flights from philadelphia to san francisco with one stop in dallas,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-flight_stop I-flight_stop O B-stoploc.city_name
3756,flight,display all flights from toronto to san diego on us air stopping over in denver,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O O O B-stoploc.city_name
3757,airfare,how much is a first class ticket from boston to san francisco,O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3758,flight,oakland to philadelphia,B-fromloc.city_name O B-toloc.city_name
3759,airport,please show me all airports in denver,O O O O O O B-city_name
3760,flight,list round trip flights between boston and oakland using twa,O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-airline_code
3761,flight,show me the flights from san francisco to boston,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
3762,flight,show me all the us air flights to pittsburgh between 12 and 4 in the afternoon,O O O O B-airline_name I-airline_name O O B-toloc.city_name O B-depart_time.start_time O B-depart_time.end_time O O B-depart_time.period_of_day
3763,flight_time,i would like the evening schedule of flights from san francisco to washington,O O O O B-depart_time.period_of_day B-flight_time O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
3764,airfare,what are the fares from dallas to san francisco on flight dl 217,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-airline_code B-flight_number
3765,ground_service,what kind of ground transportation is there in denver,O O O O O O O O B-city_name
3766,flight,what delta flights are available to fly from philadelphia to boston,O B-airline_name O O O O O O B-fromloc.city_name O B-toloc.city_name
3767,flight,can you show me the list of flights that fly from washington to san francisco via dallas,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-stoploc.city_name
3768,flight,what is the first flight from boston to dallas,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name
3769,flight,eastern flies from atlanta to denver what type of aircraft do you use before 6 pm,B-airline_name O O B-fromloc.city_name O B-toloc.city_name O O O O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time
3770,flight,show me flights from milwaukee to orlando on a thursday before noon,O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time
3771,flight,does united have a flight from miami to washington dc on wednesday,O B-airline_name O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name
3772,flight,i want a flight from san francisco to denver leaving san francisco in the afternoon arriving denver around 5 in the afternoon,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name I-fromloc.city_name O O B-depart_time.period_of_day O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time O O B-arrive_time.period_of_day
3773,flight,what are the flights from boston to washington on october fifteenth 1991,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number B-depart_date.year
3774,flight,flights from denver to pittsburgh on wednesday,O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
3775,capacity,how many people fly on a turboprop,O O O O O O O
3776,flight,please list all flights into denver before noon on united airlines and northwest airlines,O O O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time O B-airline_name I-airline_name O B-airline_name I-airline_name
3777,flight,what flights are available from denver to philadelphia on wednesday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
3778,flight,what flights are available from san francisco to pittsburgh on monday morning,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day
3779,flight,show me all flights from baltimore to philadelphia,O O O O O B-fromloc.city_name O B-toloc.city_name
3780,airfare,what is the fare on the thrift economy flight from boston to san francisco,O O O O O O B-class_type B-economy O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3781,flight,how can i get from the airport in pittsburgh to downtown,O O O O O O O O B-fromloc.city_name O O
3782,flight,is it possible for me to fly from baltimore to san francisco,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3783,flight,find travel arrangements for a round trip flight from boston to pittsburgh,O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
3784,ground_service,is there any ground transportation to the city in dallas,O O O O O O O B-city_name I-city_name I-city_name
3785,flight,from phoenix to denver on a monday,O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name
3786,flight,what is the latest flight from salt lake city to st. petersburg,O O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3787,flight,now i 'd like information on flights from denver to san francisco,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
3788,flight,may i see all nonstop flights from st. petersburg to charlotte,O O O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
